# Starting test run
x y points n_ticks
789 74 12 311
168 483 22 251
241 440 18 299
521 138 26 281
528 469 18 281
273 333 22 277
123 308 36 426
429 118 12 246
512 189 31 323
664 139 20 271
331 558 28 213
645 205 20 289
419 426 16 209
525 112 0 100
670 147 16 257
709 534 30 301
321 180 26 293
617 486 28 285
310 117 32 270
734 43 22 242
351 376 0 100
545 288 0 100
794 422 10 229
641 61 24 251
184 201 24 252
598 209 23 285
92 214 24 236
359 467 28 218
526 467 16 260
730 37 0 100
424 580 24 399
540 43 12 240
656 393 16 251
545 449 30 387
663 167 0 100
432 140 20 279
589 497 28 261
699 388 16 243
409 376 8 216
571 245 20 283
684 134 28 256
471 507 30 298
14 28 29 446
149 546 26 214
104 448 24 287
618 171 30 301
65 452 34 157
86 45 24 237
578 92 12 270
47 397 0 100
371 17 4 223
94 17 0 100
748 280 22 239
238 96 0 100
649 270 28 305
565 281 18 266
674 562 22 251
542 16 27 625
34 221 28 310
646 136 30 378
294 4 0 100
37 330 16 236
27 473 34 562
707 209 0 100
428 46 10 236
693 594 4 206
118 109 24 266
767 281 31 412
505 367 24 337
439 35 20 214
491 115 12 244
745 327 16 274
770 134 22 267
758 557 26 222
630 292 18 254
126 373 24 326
451 434 4 227
705 60 31 398
281 408 8 235
409 581 8 177
401 506 24 246
329 556 30 214
477 208 0 100
508 1 0 100
554 525 32 146
469 208 22 402
604 1 26 446
709 195 28 274
188 432 28 318
593 369 22 328
409 550 16 183
101 91 2 101
657 583 24 248
137 449 20 253
769 464 18 250
500 73 20 291
354 214 16 341
653 87 32 164
568 143 32 238
690 510 20 229
253 597 20 289
171 255 25 468
631 49 22 263
61 580 19 229
598 544 26 240
302 53 14 222
211 185 12 291
682 110 0 100
448 459 24 266
56 64 26 244
229 141 0 100
11 539 24 283
479 331 4 202
563 390 30 345
769 510 24 242
272 338 18 323
133 370 24 329
687 442 24 252
88 238 26 364
93 364 4 240
681 238 29 324
310 282 16 296
334 471 26 207
199 224 22 565
274 545 26 275
715 412 28 216
592 33 18 249
457 311 18 354
137 411 22 243
338 278 12 219
646 79 18 285
711 122 26 262
694 589 12 185
614 474 28 275
786 430 0 100
491 535 32 360
232 58 20 291
230 103 22 300
574 248 16 316
744 21 14 257
278 150 20 281
642 407 29 347
146 317 24 226
640 42 0 100
161 338 24 237
238 195 12 287
636 190 22 241
650 102 30 277
497 471 26 324
800 244 30 427
696 556 27 226
355 571 24 400
662 121 33 175
344 4 6 189
133 467 12 265
482 406 6 188
727 174 37 146
198 328 6 238
83 419 22 262
310 118 26 478
433 499 31 397
477 258 24 344
123 14 25 281
529 149 26 250
719 536 20 228
462 268 6 292
27 33 23 223
636 45 28 282
300 597 26 440
69 46 32 146
442 441 8 184
372 413 18 203
343 488 30 256
689 194 24 248
234 169 10 282
485 311 18 209
168 269 16 254
27 337 29 351
640 338 26 293
131 276 24 293
251 358 8 377
794 59 22 298
37 134 25 441
405 210 24 348
438 425 14 223
785 242 10 317
412 401 26 421
745 485 32 217
266 61 22 270
763 73 29 255
600 388 28 344
268 368 22 211
492 198 20 360
31 425 20 239
56 552 26 241
523 93 26 278
317 35 22 343
417 577 26 203
443 387 18 237
602 105 22 241
492 81 0 100
598 593 20 212
592 397 20 232
293 442 12 299
699 40 31 235
575 354 18 358
605 6 16 266
763 331 29 468
510 103 14 255
770 582 29 214
492 165 24 474
26 391 30 344
473 38 16 211
750 351 26 289
558 507 18 320
781 67 26 362
648 518 20 227
157 237 0 100
667 282 18 233
795 548 20 328
618 550 27 505
275 183 18 242
337 109 14 302
728 598 18 252
561 547 26 208
564 502 26 294
133 242 22 277
600 36 18 252
517 198 26 339
619 258 26 378
153 389 20 248
216 290 22 389
27 25 24 249
318 248 28 335
186 539 14 215
84 105 18 256
686 556 26 264
728 201 32 123
106 361 0 100
393 118 0 100
57 182 18 250
315 22 14 444
538 479 12 218
263 449 20 299
604 136 24 263
316 161 16 420
131 419 20 294
787 424 26 237
237 198 26 291
312 426 20 300
341 461 14 259
445 236 14 323
52 306 16 204
116 352 16 269
339 592 22 199
671 245 25 247
582 408 24 333
395 425 32 275
538 332 26 328
594 233 14 204
68 60 20 243
750 92 30 245
206 440 20 222
646 334 22 298
571 487 32 142
127 575 26 246
743 334 20 256
512 255 8 182
264 423 22 239
730 134 10 258
48 392 20 250
565 322 2 160
505 281 4 184
355 417 24 330
209 361 12 204
286 372 28 469
694 481 24 215
23 329 0 100
778 1 25 317
293 446 24 519
583 202 10 258
78 297 24 317
674 276 24 256
25 102 20 255
800 506 0 100
758 563 31 242
288 556 28 196
453 124 14 262
435 121 0 100
663 409 18 256
570 167 20 269
273 392 20 280
595 415 24 254
439 192 18 292
559 138 26 322
183 296 20 291
643 38 28 333
559 466 18 206
490 4 0 100
350 97 16 286
441 290 24 223
556 24 0 100
575 141 18 257
577 1 20 237
380 359 6 177
617 90 12 257
380 17 14 243
189 520 14 221
37 259 30 269
594 14 22 294
453 212 22 405
492 584 27 371
143 387 24 311
653 83 26 238
76 268 18 348
627 569 24 257
743 364 22 248
342 595 26 483
621 599 20 285
142 149 28 281
142 69 27 349
30 322 8 166
47 98 26 255
436 554 20 197
707 312 26 316
68 259 30 261
582 486 18 201
473 458 22 197
336 549 20 204
250 320 12 220
184 72 18 227
569 272 24 386
101 284 12 240
347 325 20 204
585 436 28 431
148 484 30 221
770 37 16 256
60 545 26 268
178 65 26 279
441 52 26 491
708 9 24 239
750 376 26 293
591 173 0 100
466 141 26 291
396 241 14 347
492 571 22 422
468 560 24 296
335 343 20 270
246 367 16 240
144 468 14 220
3 20 10 252
365 333 12 288
78 523 30 247
296 213 29 505
565 483 28 539
590 448 24 325
575 12 14 293
75 151 28 244
269 517 16 311
518 478 18 193
777 104 12 239
781 404 18 260
119 297 22 350
413 72 34 171
219 114 24 265
645 76 0 100
434 432 22 212
740 271 37 175
563 207 20 285
577 104 14 292
280 549 22 249
306 398 24 398
423 314 12 207
763 448 24 332
367 415 2 112
682 272 24 276
354 61 8 218
128 540 22 229
782 28 20 243
12 200 36 226
293 30 14 233
60 4 18 239
413 178 22 325
672 205 8 251
287 54 10 258
652 224 24 234
126 413 18 271
580 45 20 251
712 278 22 347
473 144 24 292
15 362 24 216
145 464 24 224
275 284 22 291
593 365 26 262
250 528 18 233
156 515 28 238
256 275 30 269
759 189 38 338
469 392 30 398
797 47 18 503
245 352 23 301
257 311 18 331
722 337 22 241
417 321 16 207
403 490 28 222
645 372 17 276
681 280 20 267
2 18 23 232
102 263 30 311
172 363 28 395
107 5 16 236
681 214 24 280
510 56 22 250
189 67 28 268
383 61 12 279
713 352 24 485
162 91 20 334
343 322 18 280
55 73 28 236
370 142 30 554
546 367 28 380
523 24 12 263
701 262 26 239
781 593 4 208
146 78 26 258
551 202 20 327
421 261 24 191
259 200 30 295
755 63 22 263
641 248 28 458
772 145 16 221
608 133 24 252
326 579 31 208
563 310 12 297
243 357 23 252
292 295 10 290
645 562 18 205
170 338 28 449
684 30 26 241
324 289 12 229
552 288 26 334
472 2 0 100
86 323 22 240
118 177 6 236
512 438 4 174
147 566 20 256
726 409 24 245
76 278 20 315
434 162 22 321
464 265 30 307
517 509 16 208
496 195 20 322
622 393 24 271
126 294 28 280
40 261 28 262
768 55 20 259
64 212 27 236
574 587 26 314
149 454 24 232
798 454 33 366
57 282 4 241
162 108 0 100
380 221 26 285
326 295 24 361
365 125 28 310
737 96 24 248
179 421 8 309
284 5 10 239
4 33 26 244
105 310 33 265
474 454 28 342
738 188 18 278
50 328 14 254
105 528 26 215
169 551 20 446
220 416 28 245
189 119 26 276
246 419 0 100
94 513 32 301
215 222 28 479
552 172 0 100
353 215 14 208
81 477 24 234
413 348 28 389
402 280 26 302
224 92 10 367
198 320 24 405
441 547 24 187
80 134 26 303
719 9 12 260
443 5 22 278
219 302 17 309
210 312 30 264
333 404 6 195
645 561 22 214
694 477 24 248
705 318 30 347
304 374 0 100
600 72 24 284
128 264 24 295
295 183 30 344
147 196 27 292
339 265 24 367
356 267 28 290
323 223 26 370
546 22 20 257
93 31 29 251
276 278 22 347
128 45 22 252
743 72 14 221
201 131 2 101
638 422 20 271
238 459 26 433
382 401 6 193
35 79 24 246
656 475 22 243
597 356 24 251
282 494 26 323
284 492 24 255
283 583 26 277
578 29 34 562
254 563 27 203
203 301 24 272
760 401 31 327
630 411 20 297
309 174 18 241
741 507 32 129
200 589 14 307
561 525 29 260
570 287 26 360
467 10 20 273
65 469 29 260
735 344 14 221
184 335 22 363
423 120 22 210
59 299 24 316
12 345 30 339
322 214 32 200
623 514 18 260
611 404 14 235
789 173 27 239
539 80 18 432
775 217 22 378
3 600 0 100
465 28 22 289
567 270 20 350
404 422 22 464
116 560 26 224
334 71 14 224
721 138 27 254
123 521 30 217
641 253 28 420
763 44 28 246
555 285 24 284
23 251 12 220
20 480 26 284
747 105 31 256
8 436 22 239
419 351 22 196
577 117 0 100
185 176 29 339
104 281 28 235
701 510 37 134
790 481 16 313
139 596 10 183
708 512 22 228
18 409 20 453
138 182 28 259
160 46 26 472
543 397 6 162
552 589 26 472
595 10 0 100
412 389 28 315
56 536 12 256
178 65 28 256
172 59 27 577
149 302 2 200
247 157 24 230
77 501 24 295
560 599 26 220
19 372 10 247
235 169 14 303
662 296 20 283
301 545 22 359
207 276 10 233
788 442 20 250
185 312 24 281
44 36 24 322
734 124 24 251
311 56 18 307
347 161 26 305
433 412 20 183
90 110 28 253
588 15 26 263
340 26 12 230
209 100 22 254
434 300 8 159
67 401 18 253
748 112 20 256
670 539 28 214
127 598 10 213
750 544 16 224
437 247 23 700
253 222 26 319
662 102 31 357
543 79 14 261
788 437 12 238
469 512 23 453
640 175 14 261
737 14 0 100
450 136 10 225
35 110 20 240
75 395 6 217
654 146 28 296
711 391 27 360
60 277 20 229
347 408 16 302
328 54 28 349
71 390 14 225
521 92 20 303
100 14 33 262
282 160 26 285
62 75 16 250
243 427 20 223
777 591 34 102
293 396 26 213
201 278 24 334
526 252 19 329
168 529 32 229
727 268 18 308
121 364 32 355
396 285 26 344
522 540 28 306
713 351 16 227
226 6 14 290
735 323 20 219
414 476 20 223
291 597 0 100
677 128 16 294
343 199 22 307
546 271 8 292
791 79 0 100
208 500 32 376
112 341 0 100
304 364 14 267
65 586 28 207
216 97 28 269
182 336 24 247
716 497 20 216
271 20 12 218
475 201 24 310
66 182 30 253
97 507 28 220
44 189 28 275
494 309 16 171
720 539 28 254
694 390 12 241
22 25 28 225
559 573 16 266
770 543 30 238
491 60 0 100
212 444 14 232
99 491 31 256
403 379 16 250
41 46 22 229
660 464 27 247
138 598 23 278
502 402 24 275
402 193 29 544
566 242 14 276
48 564 26 238
416 157 26 246
583 267 22 316
135 280 12 290
695 193 23 376
370 497 24 216
307 117 22 260
575 284 12 210
251 226 16 281
221 29 16 478
618 226 26 243
732 590 10 207
564 426 22 433
69 184 20 239
711 501 28 217
494 338 10 190
34 108 33 488
411 98 16 214
675 223 24 272
490 546 18 218
7 446 24 377
603 146 26 280
630 150 26 456
712 506 30 231
209 373 18 232
228 36 28 316
146 316 18 268
339 307 4 145
199 59 26 270
39 73 0 100
70 542 22 238
522 121 16 276
251 137 0 100
221 531 28 189
592 220 24 327
130 131 24 276
332 206 20 219
607 159 0 100
58 432 28 255
173 186 18 269
275 266 8 295
551 469 26 293
681 374 24 322
660 118 27 271
491 109 22 447
628 590 16 298
487 299 22 286
751 597 16 206
511 492 26 223
418 180 22 254
730 564 26 245
240 93 20 298
789 238 24 425
485 130 25 453
445 124 26 375
240 461 24 208
599 465 20 283
290 411 14 294
687 346 18 279
267 203 22 299
295 274 12 289
394 92 20 256
78 417 16 229
42 189 24 214
45 425 22 240
84 540 20 235
44 288 28 411
280 9 18 262
231 329 22 316
345 471 29 485
623 351 28 243
553 586 26 407
698 156 31 357
107 592 20 216
191 149 24 299
414 362 16 216
303 292 28 299
481 293 26 313
264 152 22 284
96 168 14 242
135 201 14 387
197 4 0 100
458 575 6 177
397 511 28 341
504 99 28 270
429 325 12 201
261 545 24 350
327 78 6 222
703 290 18 252
543 468 26 392
130 273 8 224
282 176 22 290
260 570 14 271
561 596 27 272
614 453 24 226
599 141 0 100
654 262 26 419
742 14 24 408
769 480 18 386
715 4 31 473
791 30 20 275
14 449 29 447
410 332 14 182
321 422 30 207
102 190 30 251
647 373 24 327
208 2 14 313
441 473 16 251
577 86 22 265
432 482 34 127
787 360 28 241
143 480 22 237
552 526 27 489
634 466 14 249
667 529 29 446
661 171 14 343
119 400 26 445
228 447 22 219
799 443 8 217
534 253 26 369
256 52 18 514
345 338 14 337
650 235 24 254
415 281 20 323
499 270 28 249
183 275 18 293
127 84 22 240
232 83 30 253
659 66 29 241
389 277 18 275
689 520 18 223
358 347 4 199
353 484 30 256
138 393 20 256
417 273 18 330
251 328 10 192
96 128 32 151
364 215 20 385
617 160 18 240
747 213 20 459
679 241 28 522
405 145 26 333
212 87 28 277
582 238 26 320
236 399 14 299
271 36 18 317
65 340 20 267
27 411 29 443
481 161 14 300
738 127 22 301
130 228 24 245
507 107 12 295
676 293 18 239
138 77 0 100
193 429 22 236
708 193 0 100
744 105 0 100
471 490 30 314
373 259 0 100
592 454 32 210
645 558 30 421
96 430 30 264
267 262 30 245
419 52 16 241
729 271 24 398
555 420 4 188
542 39 22 239
111 150 26 242
358 427 14 274
400 489 26 214
317 532 22 266
636 580 22 445
11 162 31 309
537 205 24 424
295 281 22 325
503 34 0 100
427 230 25 208
262 117 22 279
501 359 24 282
714 181 24 309
476 565 24 223
502 516 30 259
3 349 6 172
637 41 12 241
349 393 6 244
140 135 16 259
464 402 4 237
648 172 20 258
95 564 10 249
272 586 28 366
321 535 20 250
643 229 24 257
492 15 8 314
787 156 22 315
307 235 12 326
493 584 20 273
505 392 24 275
149 29 22 269
213 19 26 246
796 41 0 100
441 36 18 219
464 416 16 309
255 222 27 329
538 16 16 222
109 576 18 222
380 43 0 100
384 55 28 385
477 251 0 100
661 274 14 255
692 333 28 245
176 277 20 318
639 356 22 255
734 463 28 219
101 439 23 264
92 307 28 238
568 335 18 297
547 394 0 100
422 559 22 190
637 222 16 320
23 532 16 223
120 163 22 253
53 166 8 237
377 511 28 387
558 208 26 327
538 224 26 338
656 422 0 100
663 496 27 259
555 28 10 241
582 47 14 218
444 343 18 290
188 250 10 302
234 419 20 272
37 424 10 387
61 33 0 100
544 212 20 292
481 551 30 212
792 97 0 100
464 382 18 311
20 426 27 209
341 92 20 375
89 270 24 276
528 289 26 286
442 30 22 365
782 14 2 101
253 95 20 358
331 104 14 295
69 144 24 243
287 76 18 271
416 9 14 221
693 135 30 270
270 197 26 251
109 319 12 281
266 195 8 210
238 148 26 438
378 453 30 415
132 296 12 230
596 25 18 306
81 358 30 267
614 572 26 203
466 54 16 234
8 544 25 297
249 34 18 212
227 156 22 301
12 271 20 251
451 20 12 228
727 351 16 251
87 403 37 167
294 323 6 170
670 169 0 100
421 96 20 297
534 580 16 211
337 113 26 328
166 333 20 275
598 525 26 239
66 34 22 263
274 81 14 244
338 221 28 317
712 90 25 287
292 8 18 389
791 477 30 217
753 384 16 247
470 580 27 374
786 326 28 252
662 39 30 251
773 311 25 398
174 151 24 329
428 544 24 288
614 94 18 301
135 355 22 355
513 106 20 291
431 217 29 351
663 280 20 219
83 108 27 333
135 115 30 253
354 411 20 321
217 488 22 222
381 570 26 201
556 340 28 305
19 298 14 239
800 415 8 272
248 439 16 311
261 576 24 273
112 340 26 235
673 148 26 258
638 428 20 252
83 344 22 278
25 209 18 398
534 263 14 189
176 397 18 238
133 236 0 100
103 226 28 325
195 128 14 294
324 184 6 200
103 326 22 245
291 10 12 212
160 525 22 225
417 230 2 193
287 273 20 441
3 91 12 330
575 240 22 311
305 122 26 227
235 105 32 307
140 359 30 227
449 418 12 247
50 127 10 251
473 127 30 267
353 94 22 356
418 571 28 202
232 241 22 301
274 80 22 261
67 418 18 372
776 213 32 350
96 314 24 243
734 157 32 242
97 457 28 221
352 125 20 442
216 173 16 253
729 329 25 438
256 84 12 313
583 42 26 513
188 244 20 315
774 83 16 231
633 300 8 270
646 545 32 140
389 466 0 100
628 356 14 331
308 412 20 286
428 289 17 310
693 415 22 264
752 483 28 236
775 27 0 100
155 331 26 242
622 508 28 200
363 205 26 332
58 454 32 132
790 249 12 243
358 144 12 211
493 206 0 100
591 115 24 301
651 52 24 261
360 460 20 208
20 390 20 370
340 87 20 303
0 595 12 204
2 134 29 315
591 278 18 302
765 103 0 100
600 215 20 278
421 22 16 408
539 337 20 283
632 488 0 100
47 54 33 243
213 375 16 302
479 284 22 342
126 126 24 292
626 175 22 277
234 282 26 347
17 56 20 239
128 247 22 226
628 331 24 225
438 371 18 277
194 388 18 279
421 277 18 199
584 595 18 377
596 383 16 266
291 219 24 313
397 86 12 240
783 431 22 297
568 84 28 261
325 323 0 100
713 350 22 292
659 87 30 240
310 343 18 217
303 197 28 312
136 556 18 202
532 402 24 379
186 460 22 265
233 584 22 309
516 543 26 204
27 158 0 100
709 216 8 258
134 508 28 238
443 392 20 205
639 498 20 249
74 129 16 236
391 520 28 290
537 103 24 238
698 546 26 231
598 439 22 258
651 371 22 264
705 521 33 124
313 394 26 262
695 567 20 323
8 236 4 202
374 107 18 318
390 353 16 206
403 442 26 210
619 340 24 399
713 307 16 263
651 258 30 266
404 289 26 408
674 400 29 272
643 459 24 359
604 328 2 142
310 287 24 347
707 139 25 266
205 534 26 226
160 272 28 236
115 74 28 265
216 401 18 333
531 291 26 356
500 60 10 250
670 240 26 518
722 229 26 283
136 556 12 195
340 569 16 180
80 55 32 246
422 56 18 233
326 319 24 185
427 210 14 282
48 408 28 200
487 67 0 100
571 502 28 266
774 263 24 380
362 66 14 226
386 358 24 389
453 311 8 230
274 131 26 319
499 516 12 192
177 158 14 268
289 122 6 243
587 220 28 281
788 329 19 413
555 65 6 228
531 359 14 328
271 524 16 199
215 597 0 100
350 129 14 246
703 575 26 209
518 366 18 316
33 364 22 440
97 380 10 206
16 201 26 236
406 243 10 206
62 382 30 472
234 25 4 224
488 12 20 245
125 197 26 272
617 393 32 231
420 369 26 202
373 581 26 374
436 456 22 233
632 48 20 256
291 272 18 206
347 363 20 329
609 574 25 274
169 182 24 335
584 264 26 209
506 103 18 255
599 459 31 219
754 5 8 241
359 516 20 203
383 404 28 300
558 460 20 292
604 117 30 272
412 147 28 325
569 185 24 331
90 449 22 195
766 3 0 100
42 234 28 337
476 141 22 410
59 57 26 417
117 209 22 244
50 44 20 242
602 99 24 254
397 491 14 194
104 128 26 259
489 152 28 293
718 310 22 242
539 539 22 230
273 418 12 218
563 423 20 327
756 487 24 238
473 3 24 217
624 466 32 151
331 310 18 413
753 341 14 346
392 91 20 288
434 451 14 224
599 251 8 279
110 78 20 233
451 40 0 100
207 215 26 298
501 56 28 257
29 449 18 234
574 404 30 252
94 285 18 225
564 331 12 268
771 482 24 240
24 336 22 271
151 76 20 279
459 346 24 348
50 289 6 233
388 496 28 358
368 487 28 369
74 206 26 274
772 157 14 218
265 58 24 232
781 383 24 315
706 583 14 225
218 123 10 246
307 320 6 188
448 135 10 217
787 183 30 254
238 111 10 231
728 582 31 258
283 148 10 211
690 109 28 323
322 310 10 256
623 292 20 343
115 279 16 239
81 338 18 281
228 58 20 223
618 450 22 278
367 409 4 197
230 341 24 356
217 510 28 306
114 524 28 238
401 23 12 216
396 210 28 291
344 201 22 327
185 135 22 261
28 168 27 449
274 303 18 277
169 508 30 353
623 170 26 262
232 412 24 283
202 528 30 238
51 282 16 245
794 561 27 207
137 71 30 232
259 562 27 216
648 404 28 275
267 237 22 351
191 496 24 305
145 143 32 172
487 163 12 209
169 61 16 332
481 306 24 312
459 113 18 300
459 456 22 224
180 301 16 301
580 123 24 417
466 432 12 338
93 29 0 100
765 292 10 237
670 198 26 267
609 204 14 262
165 118 26 263
114 72 28 238
295 194 26 485
565 167 26 317
595 523 26 192
329 112 20 312
754 543 24 229
501 447 28 214
108 551 22 205
534 286 20 207
523 252 24 284
244 589 26 285
666 360 22 230
466 192 14 264
30 586 16 208
690 228 24 254
440 528 24 197
276 580 19 333
435 13 12 329
708 191 12 215
559 96 28 278
724 101 28 262
569 297 28 339
489 585 2 180
563 6 0 100
221 422 28 343
378 115 28 246
31 179 10 217
494 172 26 289
41 414 14 248
691 546 28 235
278 344 20 297
251 116 0 100
27 94 28 249
574 49 12 276
465 47 27 244
455 497 16 251
11 283 6 198
34 64 22 250
450 589 10 273
659 417 24 479
786 16 6 216
691 116 24 239
76 273 32 388
405 525 33 322
227 553 20 179
408 498 24 216
295 279 24 341
520 540 28 222
446 119 14 318
727 259 22 246
779 442 12 254
442 240 6 192
639 87 0 100
262 321 28 282
612 212 10 258
432 333 6 171
389 94 16 310
194 191 20 272
483 373 24 208
396 398 24 221
117 228 20 266
779 458 26 459
500 308 20 261
380 572 28 217
443 440 12 208
246 579 20 377
186 583 30 250
131 381 31 247
282 205 26 322
492 0 24 245
630 388 28 249
336 356 30 201
476 414 6 229
371 138 20 235
191 256 28 300
561 42 14 256
77 306 20 243
704 399 34 453
642 539 26 266
43 227 14 215
129 543 30 247
777 499 29 234
211 117 26 256
325 11 18 308
222 490 6 227
365 513 28 392
169 231 22 314
135 80 26 261
32 523 32 232
380 301 20 274
196 229 22 347
174 430 32 368
621 501 24 246
427 351 18 246
160 205 30 251
